gid,assignee_gid,assignee_resource_type,assignee_status,completed,completed_at,created_at,due_at,due_on,hearted,modified_at,name,notes,num_hearts,parent,workspace_gid,workspace_resource_type,project_id,assignee,parent_gid,parent_resource_type,_BATCH_ID_,_BATCH_LAST_RUN_
1209611628845399,1209371954135547,user,inbox,true,2025-03-17 14:38:27,2025-03-07 13:59:47,,2025-03-19,false,2025-06-25 10:04:08,Update all project models with updated HUD Guidance of 1.15x DSCR,We can get together to go over what I am looking for here.,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1210346001579222,1209371954135547,user,today,true,2025-05-21 13:14:04,2025-05-21 13:12:35,,2025-05-15,false,2025-07-07 09:37:29,Portfolio Dashboard/Banking Spreadsheet Monthly Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1210346001639243,1209371954135547,user,today,true,2025-05-21 13:13:44,2025-05-21 13:12:57,,2025-05-12,false,2025-07-07 09:37:29,Owners Books/Construction Update Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209669733775781,1209371954135547,user,today,true,2025-05-21 13:12:56,2025-03-13 09:35:44,,2025-04-12,false,2025-07-07 09:37:30,Owners Books/Construction Update Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209706192392770,1209371954135547,user,inbox,true,2025-05-21 13:12:52,2025-03-17 14:48:29,,,false,2025-07-07 09:37:30,Update Preferred Equity Leverage on new deals,,0,,543185907056595,workspace,1209352871329510,,1209611628845399,task,112.0,2026-01-06 09:59:56
1209706255783073,1209371954135547,user,today,true,2025-05-21 13:12:34,2025-03-17 15:08:21,,2025-04-15,false,2025-07-07 09:37:31,Portfolio Dashboard/Banking Spreadsheet Monthly Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1210336270367139,1209371954135547,user,inbox,true,2025-05-21 11:17:10,2025-05-20 16:13:51,,,false,2025-07-07 09:37:30,Robinwood up to Pre-con,move robinwood to pre-construction in property dashboard,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1210336266016605,1209371954135547,user,inbox,true,2025-05-21 10:07:38,2025-05-20 16:11:34,,,false,2025-07-07 09:37:30,Move Heritage to Liquidated,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209611628845389,1207957399163090,user,inbox,true,2025-03-20 11:00:53,2025-03-07 13:53:23,,2025-03-19,false,2025-03-20 11:00:53,Conway Bank Package,Conway Bank Package - Need to get started on this one.,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209615286712230,1209371954135547,user,inbox,true,2025-03-13 09:35:43,2025-03-07 15:25:04,,2025-03-12,false,2025-06-25 10:04:39,Owners Books/Construction Update Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209371702866476,1209371954135547,user,inbox,true,2025-02-19 10:19:47,2025-02-10 16:09:44,,2025-02-19,false,2025-06-25 10:03:02,Rent Vs Own ,"From: Toby Easterly <teasterly@stoagroup.com>

Sent: Wednesday, January 29, 2025 9:18 AM

To: Michael Murray <mmurray@stoagroup.com>

Subject:

What would be the best way to take each of our MF sites and do an affordability comparison to homeownership in its immediate area?

Toby",0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209371768829140,1209371954135547,user,inbox,true,2025-03-13 11:44:40,2025-02-10 20:10:41,,2025-03-14,false,2025-07-07 09:37:30,Monthly Reporting,"We need to create a report that can be generated monthly that provides high-level details on property performance:
    Rents
    Rent Growth
    Tradeouts
    Occupancy
    Comparison vs T3/T6/T12

Broken out by State/Region",0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209439451839981,,,inbox,true,2025-03-07 13:48:14,2025-02-18 20:56:12,,2025-03-14,false,2025-09-22 13:22:53,Create Banking Spreadsheet,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209353077779324,1207957399163090,user,inbox,true,2025-03-07 13:58:49,2025-02-07 10:55:45,,2025-02-19,false,2025-03-07 13:58:49,Owners Books - January,"From: Melissa Sims <msims@stoagroup.com>

Sent: Friday, January 10, 2025 12:13 PM

To: Jenny Miller <jmiller@stoagroup.com>; Michael Murray <mmurray@stoagroup.com>

Subject: Owners Book samples

Good Afternoon,

Sample 1 still has an Exec Summary (but I removed Marketing Updates/etc.) that is 1 page and I added the Marketing Calendar instead.
Sample 2 has Cover Page, Table of Contents, Reports, and Marketing Calendar.

These took me maybe 35 minutes, either would be easier for us as we grow, Sample 2 would be the easiest since they really don’t have that much to input.",0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209611628845416,1209371954135547,user,inbox,true,2025-03-17 15:08:21,2025-03-07 15:26:11,,2025-03-15,false,2025-07-07 09:37:29,Portfolio Dashboard/Banking Spreadsheet Monthly Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1209611628845412,1207957399163090,user,inbox,true,2025-03-25 09:53:29,2025-03-07 14:22:42,,2025-03-19,false,2025-03-25 09:53:29,Owners Books/Construction Update Review,,0,,543185907056595,workspace,1209352871329510,,,,112.0,2026-01-06 09:59:56
1210082112808158,,,upcoming,true,2025-04-25 14:38:43,2025-04-25 14:29:32,,,false,2025-04-25 14:39:13,Realpage Support Case-Information Request,"SF14702917 

Case Number^",0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1209931134191057,1209411977656995,user,inbox,true,2025-04-16 14:56:51,2025-04-08 15:57:43,,2025-04-16,false,2025-05-07 14:23:20,Reach out to OneTrust CMP ,Waiting on call for privacy policy use suggestions.,0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1210006817840796,,,upcoming,true,2025-04-17 14:47:24,2025-04-17 14:47:05,,,false,2025-04-17 14:47:24,Meeting with Max Druhot 4/17 2:30 Pm,,0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1210006817840798,,,upcoming,true,2025-04-25 14:05:23,2025-04-17 14:47:23,,,false,2025-04-25 14:05:23,PRODUCT CALL 4/23 1PM for Webflow Site- with Xavier,,0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1210082111353236,1209411977656995,user,inbox,true,2025-05-19 16:11:51,2025-04-25 14:05:25,,2025-05-16,false,2025-05-20 09:23:43,Proof Rough Draft,"Intention is to finish drafting with all sources and MLA/AMA edits after hours on Wednesday May 14th evening**


This is done but on my personal computer- will update you soon so we can get it on g5 https://app.asana.com/0/profile/1208151571108147

",0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1210082112808160,1209411977656995,user,inbox,true,2025-04-29 17:01:41,2025-04-25 14:39:31,,2025-04-30,false,2025-05-07 14:23:09,Draft,,0,,543185907056595,workspace,1209885815837939,,,,112.0,2026-01-06 09:59:56
1210630224384465,,,upcoming,false,,2025-06-25 09:36:34,,,false,2025-06-25 13:50:47,Key Parties,"Lender:
    B1Bank
    Gregory Pogue gregory.pogue@b1bank.com 

Lender Counsel:
    Jacques Waguespack jacques@alexandersides.com 

Borrower Counsel:
    Britain Sledge

Title Company:
    Pascal Title - Britain Sledge

Investors:
    Jeannette Thomason

Investor Counsel:
    David Guidry davidguidry@dsldhomes.com 
",0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384469,,,upcoming,false,,2025-06-25 09:36:45,,,false,2025-09-07 14:56:31,Term Sheets/Commitment Letters,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210752839114931,,,upcoming,false,,2025-07-09 10:35:04,,,false,2025-07-09 10:35:23,Bank Package,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210752841959520,,,upcoming,false,,2025-07-09 15:16:51,,,false,2025-07-09 15:17:35,Org Chart,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640102919840,1207957399163090,user,today,true,2025-06-25 09:32:10,2025-06-25 09:30:33,,2025-03-21,false,2025-06-25 09:32:10,Create Bank Package,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640102919848,1207957394937659,user,inbox,true,2025-06-25 13:27:43,2025-06-25 09:30:33,,2025-04-11,false,2025-06-25 13:27:43,Create Initial IMS Project,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640102919856,1207957399163090,user,today,true,2025-08-08 14:11:01,2025-06-25 09:30:34,,2025-06-25,false,2025-08-08 14:11:01,Upload Initial Due Diligence Docs,https://stoaholdings.sharepoint.com/:f:/g/Eg7nl0HvIClJrVcuSUzyhzUBAX48xU8dCd-WwocTmYhTkg?e=o4Mbse,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839618398,1207957394937659,user,inbox,true,2025-06-25 09:32:23,2025-06-25 09:30:40,,2025-04-11,false,2025-06-25 09:32:23,Select Bank,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839618406,1207957394937659,user,inbox,true,2025-06-25 09:32:25,2025-06-25 09:30:40,,2025-04-11,false,2025-06-25 09:32:25,Select Investors,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839719314,1207957394937659,user,inbox,true,2025-06-25 09:32:28,2025-06-25 09:30:41,,2025-04-11,false,2025-06-25 09:32:28,Finalize Deal Structure and Org Chart,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640102983343,1207957394937659,user,inbox,true,2025-06-25 09:31:54,2025-06-25 09:30:34,,2025-05-23,false,2025-06-25 09:31:54,Schedule Kick-off Call,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839719323,1207957399163090,user,today,true,2025-08-08 14:11:16,2025-06-25 09:30:42,,2025-07-03,false,2025-08-08 14:11:16,Upload Detailed Due Diligence Items,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639837860255,1207957394937659,user,inbox,true,2025-07-09 10:30:07,2025-06-25 09:30:39,,2025-06-27,false,2025-07-09 10:30:08,Receive Bank Term Sheet,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839797132,1207957394937659,user,inbox,true,2025-07-17 15:03:31,2025-06-25 09:30:42,,2025-07-11,false,2025-07-17 15:03:31,Approve Bank Term Sheet,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640067916567,1207957394937659,user,inbox,true,2025-06-25 09:32:45,2025-06-25 09:30:45,,2025-05-23,false,2025-06-25 09:32:46,Receive Investor Term Sheet,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640067916575,1207957394937659,user,inbox,true,2025-06-25 09:33:02,2025-06-25 09:30:46,,2025-05-30,false,2025-06-25 09:33:02,Approve Investor Term Sheet,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839719305,1207957394937659,user,inbox,true,2025-06-25 09:32:56,2025-06-25 09:30:41,,2025-05-23,false,2025-06-25 09:32:56,Order Appraisal,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210640102983351,1207957394937659,user,inbox,true,2025-07-28 08:49:29,2025-06-25 09:30:35,,2025-07-23,false,2025-07-28 08:49:29,Receive Bank Approval,Per b1Bank: DLC approval set for the 23rd,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839618414,1207957394937659,user,inbox,true,2025-07-17 15:03:46,2025-06-25 09:30:40,,2025-07-15,false,2025-07-17 15:03:47,Receive Investor Approval,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839719332,1207957394937659,user,inbox,true,2025-08-08 14:11:04,2025-06-25 09:30:42,,2025-08-06,false,2025-08-08 14:11:04,Receive Loan Docs,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210639839618422,1207957394937659,user,inbox,true,2025-08-12 08:36:17,2025-06-25 09:30:41,,2025-08-12,false,2025-08-12 08:36:17,Close Construction Loan,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384500,1209371954135547,user,inbox,true,2025-09-16 13:34:55,2025-06-25 13:23:05,,2025-08-29,false,2025-09-16 13:34:56,Setup Project in IMS,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384502,1209371954135547,user,inbox,true,2025-10-22 12:25:52,2025-06-25 13:23:20,,2025-10-15,false,2025-10-22 12:25:53,Create Stabilized Model,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384504,1209371954135547,user,inbox,true,2025-09-16 13:36:03,2025-06-25 13:23:35,,2025-08-29,false,2025-09-16 13:36:05,Update Portfolio Dashboard,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384506,1207957399163090,user,inbox,false,,2025-06-25 13:23:50,,2025-11-30,false,2025-11-30 00:55:04,Bind Builders Risk Insurance,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1212154370368461,1207957399163090,user,inbox,false,,2025-11-25 13:52:51,,2025-12-15,false,2025-12-15 00:29:54,Start Owners Books,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1210630224384508,1207957399163090,user,inbox,true,2025-09-23 13:19:47,2025-06-25 13:24:06,,2025-08-29,false,2025-09-23 13:19:47,Upload Building Permits,,0,,543185907056595,workspace,1210630224384453,,,,112.0,2026-01-06 09:59:56
1212551665839613,1210201372202528,user,inbox,true,2025-12-30 06:47:23,2025-12-22 06:26:06,,2026-01-09,false,2025-12-30 06:47:24,Greenville Permit Set Review,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211825451235014,,,upcoming,false,,2025-11-03 15:11:36,,,false,2025-12-01 15:13:18,Bi Weekly Design Calls,"Smartsheet: Issue Tracker/Decision Log

https://click.smartsheet.com/f/app/BGlOEgXkgNf5969qNHEgTA~~/AARF7xA~/6bubV4819LRC06JYf2i3Xhm5zr32TN1OcoInz47bw1jvKOJHmQbqLmfes6gEg0kHVCKxmrPwam1-M5bhs9SHK09YuCAK7aJ4PEG_FXsQaYEFjeEi7w3LsQelpBi-vtdJlakPboQg_xEZRSmuqcJJPHyvuIMo64vudR8ZFOxLDN4XIvhZoN8RCXwIZTuUIfE_4zotGnPnSIzYRGSI1X4HFA~~https://click.smartsheet.com/f/app/BGlOEgXkgNf5969qNHEgTA~~/AARF7xA~/6bubV4819LRC06JYf2i3Xhm5zr32TN1OcoInz47bw1jvKOJHmQbqLmfes6gEg0kHVCKxmrPwam1-M5bhs9SHK09YuCAK7aJ4PEG_FXsQaYEFjeEi7w3LsQelpBi-vtdJlakPboQg_xEZRSmuqcJJPHyvuIMo64vudR8ZFOxLDN4XIvhZoN8RCXwIZTuUIfE_4zotGnPnSIzYRGSI1X4HFA~~

5D Project Smartsheet File
https://app.smartsheet.com/dashboards/mf55VFmCq6QRxmpwWMCgrHF8Gp3qG3vF8r4QPGg1

",0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211581835839700,1210346417759322,user,inbox,false,,2025-10-07 16:13:46,,2025-12-15,false,2025-12-12 12:30:58,Licensing Requirements (GREENVILLE),"Please investigate licensing needs for this project starting Q1, 2026 in Greenville, NC",0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679703560249,1210346417759322,user,inbox,false,,2025-06-30 15:05:45,,,false,2025-10-17 09:41:14,Start of Permit Checklist,Pre-Construction Coordinator to insure all Subtask below are completed. ,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679705152355,1210346417759322,user,inbox,false,,2025-06-30 15:06:24,,,false,2025-10-17 09:41:19,Potential Required Permits,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679705152347,1210346417759322,user,inbox,false,,2025-06-30 15:06:24,,,false,2025-10-17 09:41:21,Permit Status/ Received Review Letters,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679705227710,1210346417759322,user,inbox,false,,2025-06-30 15:06:26,,,false,2025-10-17 09:41:26,Permit Fees/cost,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211879204119514,543185893116504,user,inbox,true,2025-11-07 08:44:06,2025-11-07 08:43:30,,2025-11-07,false,2025-11-07 08:44:07,AHJ Meeting,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679703524694,,,upcoming,false,,2025-06-30 15:05:44,,,false,2025-06-30 15:05:54,Preconstruction Checklist,Pre-Construction manager to insure all subtask below have been completed.,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679703560256,,,upcoming,false,,2025-06-30 15:05:45,,,false,2025-06-30 15:06:00,Plan Review Checklist,Preconstruction Manager to insure all Subtask below have been reviewed and marked compete based on construction drawings.,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679565192069,,,upcoming,false,,2025-06-30 15:06:03,,,false,2025-06-30 15:06:10,Wire Purchase Adjustments,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211665640754101,543185893116504,user,inbox,true,2025-10-23 12:31:43,2025-10-16 13:17:20,,2025-10-23,false,2025-10-23 12:31:43,Review DD Set,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211733788038201,543185893116504,user,inbox,true,2025-10-23 12:55:10,2025-10-23 12:32:29,,2025-10-23,false,2025-12-03 12:08:14,Greenville Utility Meeting: Initial Meeting,"Talfourd led meeting with Greenville Utilities to discuss relocation of OH electrical line process.  This is to track the discussion of that meeting.
-Talfourd proposed adjusting the relocations in the corner to not cut across the parking.
-Ryan will get with Jeff in their office and see if they can shift the pole, Kyle Brown mentioned Oakley is our primary POC so he doesn't have any details.  
   -They will have to discuss internally before providing an answer.  

Site Lighting: we can install our own

Design Process
    load sheets submitted
    meter locations needed for the CH and Maintenance

Design Timeline - 2 weeks

No issue with supply chain on transformers

Greenville Utility provide pads




Transcript
https://otter.ai/u/0LdzxTUjL8bdpnyPfmTrrs1vL3k?utm_source=va_chat_link_1",0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211758088434962,1210201372202528,user,inbox,true,2025-11-13 08:12:32,2025-10-27 14:56:49,,2025-10-31,false,2025-11-13 08:12:32,Domestic/Fire Pump Cost Analysis,"https://app.asana.com/0/profile/1210201377739690Please put together a cost analysis of the two options:

Items to Consider
Building Pumps:
    Cost of Smaller Fire Pumps at each building (Swanson)
    Cost of Smaller Domestic Pumps at each building (I think Chase has a number on this)
    Increase in size of pump room: I think this would be minimal, prob need to consider cost of double door but not much more past that.

Site Pump:
    Pump house cost: use numbers from crosspointe
    Cost of Single Fire Pump: use number from crosspointe
    Cost of single domestic pump: use number from crosspointe
    Cost of second water line: will need takeoff from DD set and apply number, if we have site work contractor contact for Greenville then you can get rough cost per linear foot number from them.  

https://stoaholdings.sharepoint.com/:x:/g/EQ59-TEbC5NLv9LvKpaAHbkBNK_6Gyu3POzIZVJe3FDz6g?e=ABtDQb",0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1211825451235011,543185893116504,user,inbox,true,2025-11-18 10:32:50,2025-11-03 15:05:03,,2025-11-19,false,2025-11-18 10:32:50,Updated Flow Test,"Scott Anderson said they are going to update the flow test based on additional pumps possibly.

-Follow up with Scott Anderson.",0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679703560263,,,upcoming,false,,2025-06-30 15:05:45,,,false,2025-06-30 15:06:00,Submittal Checklist,,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679565192048,,,upcoming,false,,2025-06-30 15:06:02,,,false,2025-06-30 15:06:09,Coordination meetings & objectives,Crucial coordination meetings to ensure are completed throughout the course of a job,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210679703524701,,,upcoming,false,,2025-06-30 15:05:44,,,false,2025-06-30 15:05:54,Schedule Checklist,Project Scheduler to insure all Subtask below are completed.,0,,543185907056595,workspace,1210679169081502,,,,112.0,2026-01-06 09:59:56
1210764546878258,,,upcoming,false,,2025-07-10 09:27:10,,,false,2025-10-09 13:39:31,Key Parties,"Lender:
    Hancock Whitney
        Brian Callender - brian.callender@hancockwhitney.com 
        Sarah Rico - sarah.rico@hancockwhitney.com 

Lender Counsel:
    Butler Snow
        Jim Austin - jim.austin@butlersnow.com 

Borrower Counsel:
    Britain Sledge

Title Company:
    Pascal Title - Britain Sledge

Investors:
    Batson Cook Development Company 
        Nick Schmitt - nschmitt@batsoncookdev.com 
    Capitol Square Ltd.
        Ryan Moore - ryan.moore@capsqltd.com 

Investor Counsel:
    Rangeworth Law Group
        David Reid - david@rangeworthlaw.com 
    Capitol Square Ltd. (in-house)
        Chris Dusseau - cdusseau@capsqltd.com 
        
",0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546977705,,,upcoming,false,,2025-07-10 09:27:10,,,false,2025-09-02 08:56:22,Term Sheets/Commitment Letters,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545918255,,,upcoming,false,,2025-07-10 09:26:55,,,false,2025-10-31 15:56:00,Bank Package,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764564568017,,,upcoming,false,,2025-07-10 09:27:01,,,false,2025-10-31 15:55:54,Org Chart,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764538277836,1207957399163090,user,today,true,2025-08-05 08:06:48,2025-07-10 09:26:54,,2025-07-02,false,2025-08-05 08:06:49,Create Bank Package,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545887361,1209371954135547,user,inbox,true,2025-07-21 15:33:18,2025-07-10 09:26:55,,2025-07-17,false,2025-07-21 15:33:19,Create Initial IMS Project,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545887369,1207957399163090,user,inbox,true,2025-10-01 13:49:52,2025-07-10 09:26:55,,2025-07-17,false,2025-10-01 13:49:53,Upload Initial Due Diligence Docs,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764541647450,1207957394937659,user,inbox,true,2025-08-05 08:07:23,2025-07-10 09:27:03,,2025-07-17,false,2025-08-05 08:07:23,Select Bank,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764541647459,1207957394937659,user,inbox,true,2025-08-05 08:07:24,2025-07-10 09:27:03,,2025-07-17,false,2025-08-05 08:07:25,Select Investors,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546521797,1207957394937659,user,inbox,true,2025-08-26 10:30:20,2025-07-10 09:27:05,,2025-07-17,false,2025-08-26 10:30:20,Finalize Deal Structure and Org Chart,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764563150618,1207708126459024,user,inbox,true,2025-07-22 08:59:38,2025-07-10 09:27:00,,2025-07-17,false,2025-07-22 08:59:39,Request Title Engagement Letter,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764564567999,1207708126459024,user,inbox,true,2025-10-01 13:53:01,2025-07-10 09:27:00,,2025-08-16,false,2025-10-01 13:53:01,Receive Title Engagement Letter,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545887377,1207957394937659,user,inbox,true,2025-08-22 14:20:43,2025-07-10 09:26:56,,2025-08-16,false,2025-08-22 14:20:43,Schedule Kick-off Call,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546619956,1207957399163090,user,inbox,true,2025-10-01 13:51:02,2025-07-10 09:27:05,,2025-08-16,false,2025-10-01 13:51:02,Upload Detailed Due Diligence Items,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764541647439,1207957394937659,user,inbox,true,2025-09-02 08:55:58,2025-07-10 09:27:02,,2025-08-16,false,2025-09-02 08:55:58,Receive Bank Term Sheet,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546619974,1207957394937659,user,inbox,true,2025-09-02 08:56:00,2025-07-10 09:27:06,,2025-08-21,false,2025-09-02 08:56:00,Approve Bank Term Sheet,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546878240,1207957394937659,user,inbox,true,2025-08-15 09:35:06,2025-07-10 09:27:09,,2025-08-16,false,2025-08-15 09:35:06,Receive Investor Term Sheet,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546878249,1207957394937659,user,inbox,true,2025-08-22 14:20:48,2025-07-10 09:27:09,,2025-08-21,false,2025-08-22 14:20:49,Approve Investor Term Sheet,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546521788,1207957394937659,user,inbox,true,2025-09-02 08:56:01,2025-07-10 09:27:04,,2025-08-16,false,2025-09-02 08:56:01,Order Appraisal,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546015116,1207957394937659,user,inbox,true,2025-10-13 15:48:06,2025-07-10 09:26:56,,2025-10-09,false,2025-10-13 15:48:06,Receive Bank Approval,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546521770,1207957394937659,user,inbox,true,2025-10-13 15:48:00,2025-07-10 09:27:04,,2025-10-08,false,2025-10-13 15:48:00,Receive Investor Approval,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546619965,1207957394937659,user,inbox,true,2025-10-01 13:51:23,2025-07-10 09:27:05,,2025-09-15,false,2025-10-01 13:51:23,Receive Loan Docs,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210976974151673,1207957394937659,user,inbox,true,2025-10-17 08:50:36,2025-08-06 10:05:58,,2025-10-14,false,2025-10-17 08:50:36,Setup Deposit Account,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764564568008,1207708126459024,user,inbox,true,2025-10-27 14:54:20,2025-07-10 09:27:00,,2025-10-07,false,2025-10-27 14:54:20,Approve Loan Docs,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546071878,1207957394937659,user,inbox,true,2025-10-17 08:50:43,2025-07-10 09:26:57,,2025-10-14,false,2025-10-17 08:50:43,Review Funding,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546521779,1207957394937659,user,inbox,true,2025-10-17 08:50:48,2025-07-10 09:27:04,2025-10-15 10:00:00,2025-10-15,false,2025-12-12 08:25:09,Close Construction Loan,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1211525969725634,1207957399163090,user,inbox,true,2025-10-13 15:47:43,2025-10-01 13:50:31,,2025-10-03,false,2025-10-13 15:47:43,GL Insurance,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
